event_id,name,college_name,techfest_name,city,category,subcategory,event_type,min_team_size,max_team_size,team_possible,price,prize_pool,start_date,end_date,duration_days,description,tags,rating,popularity,college_rating,college_category,registration_link,contact_email,coordinates
567,HR Summit @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Management,HR Summit,Team,2,2,True,764,10000,2026-05-28,2026-05-29,1,🚀 KJ Somaiya Mumbai invites you to participate in HR Summit during Sanskruti. A perfect platform for management enthusiasts to demonstrate their talents.,"Management, HR Summit, Highly Reputed, Sanskruti, team-event",4.2,4.4,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/567,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
568,Photography @ Impulse,SPIT Mumbai,Impulse,Mumbai,Design,Photography,Both,1,2,True,339,10000,2026-10-01,2026-10-02,1,🎯 SPIT Mumbai presents Photography - an exciting design event at Impulse! Test your skills and compete with the best minds from across Maharashtra.,"Design, Photography, Highly Reputed, Impulse, team-event",4.3,4.4,4.4,Highly Reputed,https://spitimpulse.in/events/568,events@spitimpulse.in,"19.0760° N, 72.8777° E"
569,HR Summit @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Management,HR Summit,Both,1,2,True,315,5000,2026-05-23,2026-05-25,2,Join us for HR Summit at TSEC Mumbai's T-Spectra! This management event challenges participants to showcase their expertise in management domain.,"Management, HR Summit, Notable, T-Spectra, team-event",4.0,3.8,3.9,Notable,https://tsec.edu.in/t-spectra/events/569,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
570,Cloud Computing @ Momentum,ICT Mumbai,Momentum,Mumbai,Workshop,Cloud Computing,Solo,1,1,False,2956,0,2026-08-20,2026-08-22,2,Join us for Cloud Computing at ICT Mumbai's Momentum! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Cloud Computing, Premier Institute, Momentum, solo-event",4.7,4.7,4.6,Premier Institute,https://momentum.ictmumbai.edu.in/events/570,events@momentum.ictmumbai.edu.in,"19.0760° N, 72.8777° E"
571,IoT Workshop @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Workshop,IoT Workshop,Both,1,2,True,1885,0,2026-06-16,2026-06-18,2,🚀 BVUCOE Pune invites you to participate in IoT Workshop during Bharati Techfest. A perfect platform for workshop enthusiasts to demonstrate their talents.,"Workshop, IoT Workshop, Notable, Bharati Techfest, team-event",3.9,4.2,3.9,Notable,https://bvucoepune.edu.in/techfest/events/571,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
572,Circuit Design @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Electronics,Circuit Design,Solo,1,1,False,961,15000,2026-06-16,2026-06-17,1,Join us for Circuit Design at IIIT Nagpur's Aaghaaz! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, Circuit Design, Highly Reputed, Aaghaaz, solo-event",4.5,4.2,4.3,Highly Reputed,https://aaghaaz.org/events/572,events@aaghaaz.org,"21.1458° N, 79.0882° E"
573,Robotics Workshop @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Workshop,Robotics Workshop,Team,2,2,True,2231,0,2026-09-07,2026-09-08,1,Join us for Robotics Workshop at KJ Somaiya Mumbai's Sanskruti! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Robotics Workshop, Highly Reputed, Sanskruti, team-event",4.1,4.4,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/573,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
574,Structural Design @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Civil,Structural Design,Both,1,2,True,1447,20000,2026-10-20,2026-10-21,1,🎯 VJTI Mumbai presents Structural Design - an exciting civil event at Technovanza! Test your skills and compete with the best minds from across Maharashtra.,"Civil, Structural Design, Premier Institute, Technovanza, team-event",4.6,4.4,4.5,Premier Institute,https://technovanza.org/events/574,events@technovanza.org,"19.0760° N, 72.8777° E"
575,Treasure Hunt @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Competition,Treasure Hunt,Team,2,3,True,163,5000,2026-06-24,2026-06-27,3,Join us for Treasure Hunt at SIT Pune's Symbiosis Techfest! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Treasure Hunt, Highly Reputed, Symbiosis Techfest, team-event",4.1,4.3,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/575,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
576,Case Study @ Prerana,SPCE Mumbai,Prerana,Mumbai,Management,Case Study,Both,1,2,True,276,5000,2026-08-24,2026-08-25,1,💡 Case Study at Prerana - SPCE Mumbai. Compete in this management event and win exciting prizes! Open for all engineering students.,"Management, Case Study, Notable, Prerana, team-event",3.9,4.1,4.0,Notable,https://spce.ac.in/prerana/events/576,events@spce.ac.in/prerana,"19.0760° N, 72.8777° E"
577,Structural Design @ Techfest,IIT Bombay,Techfest,Mumbai,Civil,Structural Design,Solo,1,1,False,1236,10000,2026-09-04,2026-09-05,1,🚀 IIT Bombay invites you to participate in Structural Design during Techfest. A perfect platform for civil enthusiasts to demonstrate their talents.,"Civil, Structural Design, Premier Institute, Techfest, solo-event",4.5,5.0,4.8,Premier Institute,https://techfest.org/events/577,events@techfest.org,"19.0760° N, 72.8777° E"
578,3D Modeling @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Design,3D Modeling,Solo,1,1,False,459,10000,2026-09-29,2026-10-01,2,🎯 KJ Somaiya Mumbai presents 3D Modeling - an exciting design event at Sanskruti! Test your skills and compete with the best minds from across Maharashtra.,"Design, 3D Modeling, Highly Reputed, Sanskruti, solo-event",4.2,4.4,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/578,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
579,Circuit Design @ Cumminspark,Cummins Pune,Cumminspark,Pune,Electronics,Circuit Design,Solo,1,1,False,528,8000,2026-06-16,2026-06-18,2,💡 Circuit Design at Cumminspark - Cummins Pune. Compete in this electronics event and win exciting prizes! Open for all engineering students.,"Electronics, Circuit Design, Highly Reputed, Cumminspark, solo-event",4.2,4.1,4.2,Highly Reputed,https://cumminspark.edu.in/events/579,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
580,PCB Design @ Axis,VNIT Nagpur,Axis,Nagpur,Electronics,PCB Design,Solo,1,1,False,375,8000,2026-07-27,2026-07-30,3,Join us for PCB Design at VNIT Nagpur's Axis! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, PCB Design, Premier Institute, Axis, solo-event",4.6,4.7,4.7,Premier Institute,https://axisvnit.org/events/580,events@axisvnit.org,"21.1458° N, 79.0882° E"
581,Quiz @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Competition,Quiz,Team,2,3,True,7,5000,2026-10-15,2026-10-16,1,🚀 SFIT Mumbai invites you to participate in Quiz during SFIT Techfest. A perfect platform for competition enthusiasts to demonstrate their talents.,"Competition, Quiz, Other Notable, SFIT Techfest, team-event",3.8,4.0,3.8,Other Notable,https://sfit.ac.in/techfest/events/581,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
582,Bridge Building @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Mechanical,Bridge Building,Both,1,3,True,876,50000,2026-08-27,2026-08-29,2,🎯 PVGCOET Pune presents Bridge Building - an exciting mechanical event at PVG Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Mechanical, Bridge Building, Other Notable, PVG Techfest, team-event",3.9,4.0,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/582,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
583,Project Exhibition @ VESITech,VESIT Mumbai,VESITech,Mumbai,Electronics,Project Exhibition,Team,3,5,True,990,8000,2026-05-04,2026-05-05,1,💡 Project Exhibition at VESITech - VESIT Mumbai. Compete in this electronics event and win exciting prizes! Open for all engineering students.,"Electronics, Project Exhibition, Notable, VESITech, team-event",3.7,3.8,3.9,Notable,https://vesit.edu.in/techfest/events/583,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
584,Research Paper @ Impulse,SPIT Mumbai,Impulse,Mumbai,Technical Paper,Research Paper,Both,1,3,True,201,1000,2026-10-02,2026-10-03,1,🤝 Open for both solo and team participation!,"Technical Paper, Research Paper, Highly Reputed, Impulse, team-event",4.1,4.3,4.4,Highly Reputed,https://spitimpulse.in/events/584,events@spitimpulse.in,"19.0760° N, 72.8777° E"
585,Marketing Challenge @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Management,Marketing Challenge,Team,3,5,True,806,2000,2026-09-06,2026-09-08,2,🎯 SGGSIE&T Nanded presents Marketing Challenge - an exciting management event at SGGSTech! Test your skills and compete with the best minds from across Maharashtra.,"Management, Marketing Challenge, Other Notable, SGGSTech, team-event",3.9,4.0,3.8,Other Notable,https://sggs.ac.in/techfest/events/585,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
586,Logo Design @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Design,Logo Design,Team,3,3,True,7,5000,2026-10-10,2026-10-12,2,👥 Team event - Form your dream team and compete together!,"Design, Logo Design, Notable, Pinnacle, team-event",3.9,4.0,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/586,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
587,PCB Design @ Cumminspark,Cummins Pune,Cumminspark,Pune,Electronics,PCB Design,Both,1,4,True,467,30000,2026-06-23,2026-06-24,1,💡 PCB Design at Cumminspark - Cummins Pune. Compete in this electronics event and win exciting prizes! Open for all engineering students.,"Electronics, PCB Design, Highly Reputed, Cumminspark, team-event",4.3,4.0,4.2,Highly Reputed,https://cumminspark.edu.in/events/587,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
588,Robotics Workshop @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Workshop,Robotics Workshop,Both,1,4,True,1344,0,2026-10-13,2026-10-15,2,🤝 Open for both solo and team participation!,"Workshop, Robotics Workshop, Notable, Pinnacle, team-event",3.8,4.4,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/588,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
589,Web Dev Battle @ MITE,MIT-WPU Pune,MITE,Pune,Coding,Web Dev Battle,Both,1,2,True,53,10000,2026-08-25,2026-08-26,1,💡 Web Dev Battle at MITE - MIT-WPU Pune. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Web Dev Battle, Highly Reputed, MITE, team-event",4.3,4.2,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/589,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
590,Line Follower @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Robotics,Line Follower,Team,2,3,True,860,5000,2026-09-13,2026-09-15,2,🚀 SIT Pune invites you to participate in Line Follower during Symbiosis Techfest. A perfect platform for robotics enthusiasts to demonstrate their talents.,"Robotics, Line Follower, Highly Reputed, Symbiosis Techfest, team-event",4.0,4.5,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/590,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
591,Cloud Computing @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Workshop,Cloud Computing,Team,3,3,True,2048,0,2026-08-30,2026-08-31,1,Join us for Cloud Computing at KJ Somaiya Mumbai's Sanskruti! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Cloud Computing, Highly Reputed, Sanskruti, team-event",4.2,4.3,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/591,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
592,Circuit Design @ Impulse,COEP Technological University,Impulse,Pune,Electronics,Circuit Design,Solo,1,1,False,1036,4000,2026-10-18,2026-10-19,1,🎯 Solo event - Individual participation only. Showcase your personal skills in Electronics!,"Electronics, Circuit Design, Premier Institute, Impulse, solo-event",4.5,4.8,4.5,Premier Institute,https://impulse.coep.org.in/events/592,events@impulse.coep.org.in,"18.5204° N, 73.8567° E"
593,AI Challenge @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Coding,AI Challenge,Both,1,2,True,96,25000,2026-05-08,2026-05-11,3,🤝 Open for both solo and team participation!,"Coding, AI Challenge, Notable, Pinnacle, team-event",4.1,3.9,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/593,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
594,Aeromodelling @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Mechanical,Aeromodelling,Team,3,3,True,1192,50000,2026-06-19,2026-06-22,3,Join us for Aeromodelling at IIIT Nagpur's Aaghaaz! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, Aeromodelling, Highly Reputed, Aaghaaz, team-event",4.2,4.5,4.3,Highly Reputed,https://aaghaaz.org/events/594,events@aaghaaz.org,"21.1458° N, 79.0882° E"
595,CAD Design @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Mechanical,CAD Design,Team,3,5,True,1925,20000,2026-08-29,2026-09-01,3,Join us for CAD Design at VJTI Mumbai's Technovanza! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, CAD Design, Premier Institute, Technovanza, team-event",4.4,4.8,4.5,Premier Institute,https://technovanza.org/events/595,events@technovanza.org,"19.0760° N, 72.8777° E"
596,Poster Making @ Vihaan,VIT Pune,Vihaan,Pune,Design,Poster Making,Solo,1,1,False,86,10000,2026-07-09,2026-07-12,3,Join us for Poster Making at VIT Pune's Vihaan! This design event challenges participants to showcase their expertise in design domain.,"Design, Poster Making, Highly Reputed, Vihaan, solo-event",4.4,4.0,4.2,Highly Reputed,https://vihaan.vit.edu/events/596,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
597,UI/UX Challenge @ VESITech,VESIT Mumbai,VESITech,Mumbai,Design,UI/UX Challenge,Team,2,4,True,360,10000,2026-09-11,2026-09-14,3,👥 Team event - Form your dream team and compete together!,"Design, UI/UX Challenge, Notable, VESITech, team-event",3.6,4.1,3.9,Notable,https://vesit.edu.in/techfest/events/597,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
598,Poster Making @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Design,Poster Making,Both,1,2,True,257,3000,2026-10-19,2026-10-20,1,🤝 Open for both solo and team participation!,"Design, Poster Making, Other Notable, SFIT Techfest, team-event",3.6,3.9,3.8,Other Notable,https://sfit.ac.in/techfest/events/598,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
599,Code Debugging @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Coding,Code Debugging,Team,3,4,True,338,5000,2026-06-28,2026-06-30,2,🚀 PVGCOET Pune invites you to participate in Code Debugging during PVG Techfest. A perfect platform for coding enthusiasts to demonstrate their talents.,"Coding, Code Debugging, Other Notable, PVG Techfest, team-event",3.9,3.9,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/599,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
600,IoT Workshop @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Electronics,IoT Workshop,Both,1,2,True,1240,15000,2026-05-13,2026-05-16,3,Join us for IoT Workshop at FCRIT Navi Mumbai's FCRIT Fest! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, IoT Workshop, Other Notable, FCRIT Fest, team-event",3.5,4.0,3.7,Other Notable,https://fcrit.ac.in/fest/events/600,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
601,Cloud Computing @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Workshop,Cloud Computing,Both,1,2,True,2469,0,2026-05-20,2026-05-23,3,Join us for Cloud Computing at Ramdeobaba Nagpur's Yantra! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Cloud Computing, Notable, Yantra, team-event",4.1,3.9,4.0,Notable,https://rknpec.edu.in/yantra/events/601,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
602,Go Kart Racing @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Mechanical,Go Kart Racing,Team,3,5,True,1118,20000,2026-08-19,2026-08-21,2,🚀 BVUCOE Pune invites you to participate in Go Kart Racing during Bharati Techfest. A perfect platform for mechanical enthusiasts to demonstrate their talents.,"Mechanical, Go Kart Racing, Notable, Bharati Techfest, team-event",3.9,3.8,3.9,Notable,https://bvucoepune.edu.in/techfest/events/602,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
603,Bridge Building @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Mechanical,Bridge Building,Both,1,3,True,2819,20000,2026-05-15,2026-05-16,1,Join us for Bridge Building at BVUCOE Pune's Bharati Techfest! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, Bridge Building, Notable, Bharati Techfest, team-event",4.2,3.9,3.9,Notable,https://bvucoepune.edu.in/techfest/events/603,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
604,Innovation Challenge @ Cumminspark,Cummins Pune,Cumminspark,Pune,Technical Paper,Innovation Challenge,Both,1,2,True,259,1000,2026-07-11,2026-07-12,1,💡 Innovation Challenge at Cumminspark - Cummins Pune. Compete in this technical paper event and win exciting prizes! Open for all engineering students.,"Technical Paper, Innovation Challenge, Highly Reputed, Cumminspark, team-event",4.1,4.5,4.2,Highly Reputed,https://cumminspark.edu.in/events/604,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
605,Structural Design @ Turbine,TCET Mumbai,Turbine,Mumbai,Civil,Structural Design,Team,3,3,True,1330,20000,2026-07-16,2026-07-17,1,🎯 TCET Mumbai presents Structural Design - an exciting civil event at Turbine! Test your skills and compete with the best minds from across Maharashtra.,"Civil, Structural Design, Other Notable, Turbine, team-event",4.1,4.2,3.8,Other Notable,https://tcetmumbai.in/turbine/events/605,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
606,Bridge Building @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Mechanical,Bridge Building,Team,3,3,True,2964,10000,2026-07-06,2026-07-08,2,🚀 PCCOE Pune invites you to participate in Bridge Building during Pinnacle. A perfect platform for mechanical enthusiasts to demonstrate their talents.,"Mechanical, Bridge Building, Notable, Pinnacle, team-event",4.1,4.1,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/606,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
